id,terms
1387,Top-Down Analysis
1388,Toppy
1389,Toraku Index
1390,Tortfeasor
1391,Tortoise Rally
1392,Total Debt-to-Capitalization Ratio
1393,Touchline
1394,Trade Or Fade Rule
1395,Trade Price Response
1396,Trade Signal
1397,Trade Through
1398,Trade Trigger
1399,Trading Channel
1400,Trading Halt
1401,Trading Margin Excess
1402,Trading Plan
1403,Trading Psychology
1404,Trading Software
1405,Trading Strategy
1406,Trailing Stop
1407,Traveler's Dilemma
1408,Treasury Stock Method
1409,Trembling Hand Perfect Equilibrium
1410,Trend
1411,Trend Analysis
1412,Trend Trading
1413,Trending Market
1414,Trendline
1415,Tri-Star
1416,Triangle
1417,Trigger Line
1418,Trinomial Option Pricing Model
1419,Triple Bottom
1420,Triple Top
1421,Triple Witching
1422,Trough
1423,Tuition Insurance
1424,Turtle Channel
1425,Tweezer
1426,Ultima
1427,Ultimate Oscillator
1428,Ultrafast Trading
1429,Uncovered Option
1430,Underlying
1431,Underlying Asset
1432,Underlying Option Security
1433,Underlying Security
1434,Underwater
1435,Unique Indicator
1436,Universe Of Securities
1437,Unlevered Beta
1438,Unwind
1439,Up Volume
1440,Up-and-In Option
1441,Up-And-Out Option
1442,Upside
1443,Upside Gap Two Crows
1444,Upside Tasuki Gap
1445,Upside/Downside Ratio
1446,Uptick Volume
1447,Uptrend
1448,Vanilla Option
1449,Variable Life Insurance Policy
1450,Variable Ratio Write
1451,Vega
1452,Vega Neutral
1453,Vertical Line Charting
1454,Vertical Spread
1455,Vest Fleece
1456,VIX Option
1457,Volatility
1458,Volatility Arbitrage
1459,Volatility Quote Trading
1460,Volatility Ratio
1461,Volatility Skew
1462,Volatility Smile
1463,VolDex¨ Implied Volatility Indexes
1464,Volume
1465,Volume Analysis
1466,Vomma
1467,Voting Trust Certificate
1468,VWAP Cross
1469,W-Shaped Recovery
1470,War Babies
1471,Warrant
1472,Warrant Coverage
1473,Warrant Premium
1474,Wasting Asset
1475,Wave
1476,Weak Form Efficiency
1477,Weather Derivative
1478,Wedding Warrant
1479,Wedge
1480,Weekend Effect
1481,Weekly Chart
1482,Weighted Alpha
1483,White Candlestick
1484,Wide-Ranging Days
1485,Wild Card Option
1486,Wild Card Play
1487,Williams %R
1488,Window Of Opportunity
1489,Wingspread
1490,Wire House Broker
1491,Witching Hour
1492,With Discretion
1493,Wolfe Wave
1494,Woody
1495,Writ Of Seizure And Sale
1496,Writer
1497,Writing An Option
1498,XW
1499,Yield-Based Option
1500,Zero Cost Collar
1501,Zero Cost Strategy
1502,Zero Coupon Inflation Swap
1503,Zero Coupon Swap
1504,Zero Uptick
1505,Zig Zag Indicator
1506,Zomma
1507,Zone Of Resistance
1508,Zone Of Support
1509,Zvi Griliches
1510,Absolute Breadth Index
1511,Accumulative Swing Index
1512,Adaptive Price Zone
1513,Advance/Decline Line
1514,African Development Bank
1515,All Or None
1516,American Code For Information Interchange
1517,Arms Index
1518,Asset Management Company
1519,Asset Swapped Convertible Option Transaction
1520,Association Of Futures Brokers And Dealers
1521,Assumed Interest Rate
1522,Asymmetric Volatility Phenomenon
1523,Automated Clearing House
1524,Automated Customer Account Transfer Service
1525,Autoregressive Conditional Heteroskedasticity
1526,Autoregressive Integrated Moving Average
1527,Average Directional Index
1528,Average Rate Option
1529,Average True Range
1530,Banking And Securities Industry Committee
1531,Bidding Up
1532,Board Of Directors
1533,Boston Options Exchange
1534,Brace Gatarek Musiela Model
1535,Breakeven Point
1536,Canadian Derivatives Clearing Corporation
1537,Canadian Mortgage and Housing Corporation
1538,Canadian Securities Institute
1539,Cancel Former Order
1540,Chartered Market Technician
1541,Chicago Board Of Trade
1542,Chicago Board Options Exchange
1543,Chicago Mercantile Exchange
1544,Clearing Member Trade Agreement
1545,Close Location Value
1546,Commodity Channel Index
1547,Commodity Exchange Act
1548,Commodity Pool Operator
1549,Commodity Selection Index
1550,Compliance Registered Options Principal
1551,Copenhagen Stock Exchange
1552,Cumulative Volume Index
1553,Current Market Value
1554,Dalian Commodities Exchange
1555,Degree Of Combined Leverage
1556,Degree Of Financial Leverage
1557,Degree Of Operating Leverage
1558,Deposit/Withdrawal At Custodian
1559,Direct Access Trading
1560,Directional Movement Index
1561,Discounts For Lack Of Marketability
1562,Dividend Enhanced Convertible Stock
1563,Do Not Increase
1564,Do Not Reduce
1565,Double Exponential Moving Average
1566,DUAL Commodity Channel Index
1567,Efficient Market Hypothesis
1568,Employee Stock Option
1569,Equity Capital Market
1570,Equity Linked Foreign Exchange Option
1571,Exponential Moving Average
1572,Fill Or Kill
1573,Financial Information Exchange
1574,Flexible Exchange Option
1575,Floor Trader
1576,Good 'Til Canceled
1577,Good This Month
1578,Good This Week
1579,Guppy Multiple Moving Average
1580,High-Frequency Trading
1581,Highly Leveraged Transaction
1582,Historical Volatility
1583,Homeowner Affordability And Stability Plan
1584,Immediate Or Cancel Order
1585,Implied Volatility
1586,Incentive Stock Option
1587,Internal Rate Of Return
1588,International Foreign Exchange Master Agreement
1589,International Monetary Market
1590,International Petroleum Exchange
1591,International Securities Exchange
1592,International Securities Market Association
1593,Investment Industry Regulatory Organization of Canada
1594,IRS Publication 525
1595,Jennifer Lopez
1596,Lady Godiva Accounting Principles
1597,Leveraged Buyout
1598,Leveraged Employee Stock Ownership Plan
1599,Leveraged Loan Index
1600,Limit-On-Close Order
1601,Limit-On-Open Order
1602,London International Financial Futures And Options Exchange
1603,Long-Term Equity Anticipation Securities
1604,Low Exercise Price Option
1605,Mark To Market
1606,Market If Touched
1607,Market Technicians Association
1608,Market Versus Quote
1609,Market-On-Close Order
1610,Money Flow Index
1611,Moving Average
1612,Moving Average Convergence Divergence
1613,Must Be Filled
1614,Negative Directional Indicator
1615,Negative Volume Index
1616,New York Board Of Trade
1617,New York Futures Exchange
1618,New York Mercantile Exchange
1619,Non-Qualified Stock Option
1620,One-Cancels-the-Other Order
1621,Ontario Securities Commission
1622,Options Clearing Corporation
1623,Options Industry Council
1624,Options Price Reporting Authority
1625,Out Of The Money
1626,Pacific Exchange
1627,Percentage Price Oscillator
1628,Perpetual Option
1629,Philadelphia Semiconductor Index
1630,Philadelphia Stock Exchange
1631,Polarized Fractal Efficiency
1632,Positive Directional Indicator
1633,Positive Volume Index
1634,Preference Equity Redemption Cumulative Stock
1635,Price By Volume Chart
1636,Price Rate Of Change
1637,Private Finance Initiative
1638,Public-Private Investment Program
1639,Quantity-Adjusting Option
1640,Quarter Over Quarter
1641,Registered Options Principal
1642,Regular-Way Trade
1643,Regulation T
1644,Relative Strength Index
1645,Relative Vigor Index
1646,Reperforming Loan
1647,Return On Risk-Adjusted Capital
1648,Reverse Convertible Bond
1649,Risk-Adjusted Return On Capital
1650,Salomon Brothers World Equity Index
1651,Series 11 License
1652,Shareholder Value Transfer
1653,Simple Moving Average
1654,Single Payment Options Trading
1655,Single Stock Future
1656,Special Memorandum Account
1657,Stochastic Volatility
1658,Stock Appreciation Right
1659,Swap Transferring Risk With Participating Element
1660,Take-Profit Order
1661,Time Segmented Volume
1662,Trade Adjustment Assistance
1663,Trade Volume Index
1664,Triple Exponential Average
1665,Triple Exponential Moving Average
1666,True Strength Index
1667,Trust-Owned Life Insurance
1668,U.S. Department of Housing and Urban Development
1669,U.S. Dollar Index
1670,Ulcer Index
1671,Uncovered Interest Rate Parity
1672,Unlevered Free Cash Flow
1673,Upstream Capital Costs Index
1674,Valued Policy Law
1675,Variable Universal Life Insurance
1676,VIX
1677,Volume Price Trend Indicator
1678,Volume Weighted Average Price
1679,Vortex Indicator
1680,Winnipeg Commodities Exchange
1681,ABI
1682,ASI
1683,APZ
1684,A/D
1685,ADB
1686,AON
1687,ASCII
1688,TRIN
1689,AMC
1690,ASCOT
1691,AFBD
1692,AIR
1693,AVP
1694,ACH
1695,ACATS
1696,ARCH
1697,ARIMA
1698,ADX
1699,ARO
1700,ATR
1701,BASIC
1702,Securities
1703,B Of D
1704,BOX
1705,BGM
1706,BEP
1707,CDCC
1708,CMHC
1709,CSI
1710,CFO
1711,CMT
1712,CBOT
1713,CBOE
1714,CME
1715,CMTA
1716,CLV
1717,CCI
1718,CEA
1719,CPO
1720,CSI
1721,CROP
1722,CSE
1723,CVI
1724,CMV
1725,DCE
1726,DCL
1727,DFL
1728,DOL
1729,DWAC
1730,DAT
1731,DMI
1732,DLOM
1733,DECS
1734,DNI
1735,DNR
1736,DEMA
1737,DCCI
1738,EMH
1739,ESO
1740,ECM
1741,ELF-X
1742,EMA
1743,FOK
1744,FIX
1745,FLEX
1746,FT
1747,GTC
1748,GTM
1749,GTW
1750,GMMA
1751,HFT
1752,HLT
1753,HV
1754,HASP
1755,IOC
1756,IV
1757,ISO
1758,IRR
1759,IFEMA
1760,IMM
1761,IPE
1762,ISE
1763,ISMA
1764,IIROC
1765,Taxable And Nontaxable Income
1766,J.Lo
1767,LGAP
1768,LBO
1769,LESOP
1770,LLI
1771,LOC
1772,LOO
1773,LIFFE
1774,LEAPS
1775,LEPO
1776,MTM
1777,MIT
1778,MTA
1779,MVQ
1780,MOC
1781,MFI
1782,MA
1783,MACD
1784,MBF
1785,-DI
1786,NVI
1787,NYBOT
1788,NYFE
1789,NYMEX
1790,NSO
1791,OCO
1792,OSC
1793,OCC
1794,OIC
1795,OPRA
1796,OTM
1797,PCX
1798,PPO
1799,XPO
1800,SOX
1801,PHLX
1802,PFE
1803,DI
1804,PVI
1805,PERCS
1806,PBV
1807,ROC
1808,PFI
1809,PPIP
1810,Quanto Option
1811,Q/Q
1812,ROP
1813,RW
1814,Reg T
1815,RSI
1816,RVI
1817,RPL
1818,RORAC
1819,RCB
1820,RAROC
1821,SBWEI
1822,Assistant Representative - Order Processing
1823,SVT
1824,SMA
1825,SPOT
1826,SSF
1827,SMA
1828,SV
1829,SAR
1830,STRIPE
1831,T/P
1832,TSV
1833,TAA
1834,TVI
1835,TRIX
1836,TEMA
1837,TSI
1838,TOLI
1839,HUD
1840,USDX
1841,UI
1842,UIP
1843,UFCF
1844,UCCI
1845,VPL
1846,VUL
1847,CBOE Volatility Index
1848,VPT
1849,VWAP
1850,VI
1851,WCE
1852,Amsterdam Stock Exchange
1853,Bilbao Stock Exchange
1854,Bombay Stock Exchange
1855,Boston Stock Exchange
1856,Buenos Aires Stock Exchange
1857,Capital Expenditure
1858,Captive Value Added
1859,Catastrophe Equity Put
1860,Closing Offset
1861,Detrended Price Oscillator
1862,Dusseldorf Stock Exchange
1863,Enterprise Value
1864,Expiration Date
1865,Fence
1866,Imbalance Only Orders
1867,Interest Only
1868,Intraday Momentum Index
1869,Know Sure Thing
1870,Korea Stock Exchange
1871,Long
1872,Long-Term Care
1873,Market-On-Open Order
1874,On-Balance Volume
1875,Open Trade Equity
1876,Opening Imbalance Only Order
1877,Option-Adjusted Spread
1878,Paper Profit
1879,Paris Stock Exchange
1880,Resistance
1881,Sanku
1882,Santiago Stock Exchange
1883,Short
1884,StockCharts Technical Rank
1885,Stockholm Stock Exchange
1886,Sudden Wealth Syndrome
1887,Suitable
1888,Support
1889,Swaption
1890,Unsuitable
1891,Vancouver Stock Exchange
1892,Wilder's DMI
1893,AEX
1894,BIL
1895,BSE
1896,BSE
1897,BUE
1898,CAPEX
1899,CVA
1900,CatEPut
1901,CO
1902,DPO
1903,DUS
1904,EV
1905,Derivatives
1906,Options
1907,IO
1908,IO
1909,IMI
1910,KST
1911,KSC
1912,Long Position
1913,LTC
1914,MOO
1915,OBV
1916,OTE
1917,OIO
1918,OAS
1919,Paper Loss
1920,PAR
1921,Resistance Level
1922,Three Gaps
1923,SSE
1924,Short Position
1925,SCTR
1926,STO
1927,SWS
1928,Suitability
1929,Support Level
1930,Swap Option
1931,Unsuitability
1932,VAN
1933,ADX
